id,Age,Working_class,fnlwgt,education,education_num,marital_status,Occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,earning
13257,39, Private,65382, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
13258,69, Self-emp-not-inc,170877, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States,1
13259,23, Private,203924, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,1
13260,30, Local-gov,38268, HS-grad,9, Separated, Other-service, Unmarried, White, Male,0,0,40, United-States,0
13261,47, Private,199058, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,0
13262,28, Private,118089, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,4386,0,45, United-States,0
13263,55, Self-emp-inc,189933, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,1
13264,33, Private,155343, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,3103,0,40, United-States,0
13265,45, Local-gov,339681, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,1506,0,45, United-States,1
13266,50, Self-emp-inc,100029, Bachelors,13, Widowed, Sales, Unmarried, White, Male,0,0,65, United-States,0
13267,38, Private,204527, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,1
13268,28, Private,338376, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States,0
13269,32, Local-gov,127651, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
13270,49, Self-emp-inc,213354, Masters,14, Separated, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States,0
13271,44, Private,523484, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States,0
13272,60, ?,251572, HS-grad,9, Widowed, ?, Not-in-family, White, Male,0,0,35, Poland,1
13273,50, Private,176227, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, ?,0
13274,35, Private,133839, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,0
13275,34, ?,146589, HS-grad,9, Never-married, ?, Unmarried, Black, Female,0,0,40, United-States,1
13276,35, Private,276552, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,1
13277,40, Self-emp-inc,49249, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,0
13278,33, Local-gov,156015, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1
13279,40, Self-emp-inc,248476, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0
13280,42, Local-gov,96524, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,0
13281,25, Local-gov,117833, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States,1
13282,53, Private,608184, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1902,40, United-States,0
13283,34, Private,61272, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,1
13284,42, Self-emp-not-inc,217826, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,25, Jamaica,1
13285,33, Private,101352, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,0
13286,61, Private,125155, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,1
13287,29, Self-emp-not-inc,178564, Bachelors,13, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, United-States,1
13288,36, Private,175759, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States,0
13289,34, Private,32528, Assoc-voc,11, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,974,40, United-States,1
13290,38, Private,220585, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
13291,28, Private,273929, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1628,60, United-States,1
13292,48, Private,113598, Some-college,10, Separated, Adm-clerical, Other-relative, Black, Female,0,0,40, United-States,1
13293,49, Private,195956, Bachelors,13, Divorced, Tech-support, Unmarried, White, Female,0,0,35, United-States,1
13294,53, Federal-gov,117847, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1
13295,28, Private,181291, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,1564,50, United-States,0
13296,34, Self-emp-not-inc,226296, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,51, United-States,1
13297,39, Private,184801, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
13298,39, Local-gov,187385, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,28, United-States,0
13299,44, Private,215304, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,0
13300,42, Private,210857, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,50, United-States,0
13301,39, Private,101192, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
13302,18, ?,279288, 10th,6, Never-married, ?, Other-relative, White, Female,0,0,30, United-States,1
13303,49, Private,179869, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
13304,67, Self-emp-not-inc,195066, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,1
13305,63, Private,161563, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States,1
13306,47, Private,184579, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States,1
13307,20, Private,151105, Assoc-acdm,12, Never-married, Sales, Own-child, White, Female,0,0,25, United-States,1
13308,35, Private,150057, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
13309,66, Private,151227, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
13310,26, Private,339952, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,1
13311,39, Private,80410, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,1
13312,53, Private,317313, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,0
13313,40, Private,88909, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States,0
13314,18, Private,190325, 11th,7, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States,1
13315,63, Private,76286, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, India,0
13316,36, Local-gov,191161, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,57, United-States,0
13317,18, Private,184016, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,1
13318,78, Self-emp-not-inc,82815, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,3, United-States,0
13319,40, Federal-gov,78036, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,65, United-States,0
13320,59, Federal-gov,31840, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
13321,50, Local-gov,282701, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4386,0,48, United-States,0
13322,48, Local-gov,493862, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7298,0,38, United-States,0
13323,21, Private,191243, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,1
13324,37, Private,167415, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,1
13325,45, Local-gov,135776, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States,1
13326,21, Private,131473, Some-college,10, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,20, Vietnam,1
13327,53, Self-emp-inc,200400, Doctorate,16, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States,0
13328,54, Federal-gov,127455, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States,0
13329,45, Private,339506, HS-grad,9, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States,1
13330,34, Self-emp-inc,242984, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,1
13331,37, Private,278576, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States,0
13332,29, ?,134566, Doctorate,16, Married-civ-spouse, ?, Husband, White, Male,0,0,50, United-States,0
13333,59, Private,155976, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,1
13334,28, Private,37805, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
13335,22, Private,206815, HS-grad,9, Never-married, Sales, Unmarried, White, Female,0,0,40, Peru,1
13336,19, Private,200136, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,1
13337,36, Private,272090, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,45, El-Salvador,1
13338,52, Private,53497, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
13339,18, Self-emp-not-inc,132986, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States,1
13340,24, Private,354351, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,1
13341,62, Private,218009, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1977,60, United-States,0
13342,28, Private,139568, 11th,7, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,1
13343,18, ?,184416, 10th,6, Never-married, ?, Own-child, Black, Male,0,0,30, United-States,1
13344,58, Private,317479, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States,1
13345,38, ?,245372, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,75, United-States,0
13346,28, Local-gov,191177, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,20, United-States,0
13347,57, ?,208311, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,80, United-States,0
13348,67, Self-emp-inc,171564, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,20051,0,30, England,0
13349,51, State-gov,167065, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
13350,18, Private,208103, 11th,7, Never-married, Other-service, Other-relative, White, Male,0,0,25, United-States,1
13351,31, State-gov,195181, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States,0
13352,43, Private,186188, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, Iran,1
13353,45, Self-emp-inc,149865, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States,0
13354,37, Private,176900, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,99, United-States,0
13355,45, Private,84790, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States,0
13356,49, Private,213668, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
13357,55, Private,234213, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,1
13358,53, Private,288020, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Japan,1
13359,51, Private,348099, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,1590,40, United-States,1
13360,43, Private,115562, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States,0
13361,65, ?,91262, HS-grad,9, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male,0,0,48, United-States,0
13362,54, Self-emp-inc,125417, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
13363,54, Private,162238, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,0
13364,19, Self-emp-not-inc,67929, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,50, United-States,1
13365,51, Private,43354, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,42, United-States,0
13366,24, Private,214542, 11th,7, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,1
13367,22, Private,353039, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Female,0,0,36, Mexico,1
13368,18, Private,160984, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States,1
13369,33, Private,93930, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,1
13370,20, Private,38455, 10th,6, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,1
13371,58, Private,322691, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
13372,46, Private,332355, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1
13373,24, Private,183594, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States,1
13374,52, Private,127749, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,1
13375,19, ?,133983, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,20, United-States,1
13376,27, Private,133937, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States,1
13377,41, Private,217455, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,1
13378,50, Self-emp-not-inc,165001, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,80, United-States,0
13379,46, State-gov,27802, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,38, United-States,0
13380,50, Private,180522, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,38, United-States,1
13381,45, Private,205100, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States,0
13382,51, Private,49017, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,24, United-States,1
13383,54, Private,249860, 11th,7, Divorced, Priv-house-serv, Unmarried, Black, Female,0,0,10, United-States,1
13384,48, State-gov,224752, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,0
13385,30, Self-emp-inc,185384, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,25, United-States,1
13386,58, Private,119558, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,0
13387,29, Private,47429, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,0
13388,35, Private,113481, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,1
13389,61, ?,135285, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,2603,32, United-States,1
13390,59, Private,143372, 10th,6, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States,1
13391,33, Private,96128, 11th,7, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,1
